id_number 1,site,category,short_description,criteria_txt,justification,danger,latitude,longitude,region,iso_code,states,location,transboundary,date_inscribed,secondary_dates,revision,extension,unique_number,http_url,image_url,wikidata_URI,wikidata_Label,wikidata_instance_of_URI,wikidata_instance_of_label,wikidata_culture_URI,wikidata_culture_label,wikidata_area_in_sq_meters
1351,Camino Real de Tierra Adentro,Cultural,"Camino Real de Tierra Adentro was the Royal Inland Road, also known as the Silver Route. The inscribed property consists of 55 sites and five existing World Heritage sites lying along a 1400 km section of this 2600 km route, that extends north from Mexico City to Texas and New Mexico, United States of America. The route was actively used as a trade route for 300 years, from the mid-16th to the 19th centuries, mainly for transporting silver extracted from the mines of Zacatecas, Guanajuato and San Luis Potosí, and mercury imported from Europe. Although it is a route that was motivated and consolidated by the mining industry, it also fostered the creation of social, cultural and religious links in particular between Spanish and Amerindian cultures.",(ii)(iv),,,22.6080555556,-102.3791666667,Latin America and the Caribbean,mx,Mexico,,0,2010,,0,0,1691,https://whc.unesco.org/en/list/1351,https://whc.unesco.org/uploads/sites/site_1351.jpg,http://www.wikidata.org/entity/Q911953,El Camino Real de Tierra Adentro,"http://www.wikidata.org/entity/Q6973377, http://www.wikidata.org/entity/Q405155, http://www.wikidata.org/entity/Q34442","National Historic Trail, trade route, road",,,31019100
1356,Blue and John Crow Mountains,Mixed,"The site encompasses a rugged and extensively forested mountainous region in the south-east of Jamaica, which provided refuge first for the indigenous Tainos fleeing slavery and then for Maroons (former enslaved peoples). They resisted the European colonial system in this isolated region by establishing a network of trails, hiding places and settlements, which form the Nanny Town Heritage Route. The forests offered the Maroons everything they needed for their survival. They developed strong spiritual connections with the mountains, still manifest through the intangible cultural legacy of, for example, religious rites, traditional medicine and dances. The site is also a biodiversity hotspot for the Caribbean Islands with a high proportion of endemic plant species, especially lichens, mosses and certain flowering plants.",(iii)(vi)(x),,,18.0775000000,-76.5711111111,Latin America and the Caribbean,jm,Jamaica,,0,2015,,0,0,2015,https://whc.unesco.org/en/list/1356,https://whc.unesco.org/uploads/sites/site_1356.jpg,http://www.wikidata.org/entity/Q24082981,Blue and John Crow Mountains,http://www.wikidata.org/entity/Q28777651,group of protected areas,,,262516000
1358,Citadel of the Ho Dynasty,Cultural,"The 14th -century Ho Dynasty citadel, built according to the feng shui principles, testifies to the flowering of neo-Confucianism in late 14th century Viet Nam and its spread to other parts of east Asia. According to these principles it was sited in a landscape of great scenic beauty on an axis joining the Tuong Son and Don Son mountains in a plain between the Ma and Buoi rivers. The citadel buildings represent an outstanding example of a new style of south-east Asian imperial city.",(ii)(iv),,,20.0780555556,105.6047222222,Asia and the Pacific,vn,Viet Nam,,0,2011,,0,0,1775,https://whc.unesco.org/en/list/1358,https://whc.unesco.org/uploads/sites/site_1358.jpg,http://www.wikidata.org/entity/Q190060,Citadel of the Hồ Dynasty,"http://www.wikidata.org/entity/Q473972, http://www.wikidata.org/entity/Q88291","protected area, citadel",,,1555000
1359,Saloum Delta,Cultural,"Fishing and shellfish gathering have sustained human life in the 5,000 km2 property, which is formed by the arms of three rivers. The site comprises brackish channels encompassing over 200 islands and islets, mangrove forest, an Atlantic marine environment, and dry forest.
The site is marked by 218 shellfish mounds, some of them several hundreds metres long, produced by its human inhabitants over the ages. Burial sites on 28 of the mounds take the form of tumuli where remarkable artefacts have been found. They are important for our understanding of cultures from the various periods of the delta's occupation and testify to the history of human settlement along the coast of West Africa.",(iii)(iv)(v),,,13.8352777778,-16.4986111111,Africa,sn,Senegal,,0,2011,,0,0,1754,https://whc.unesco.org/en/list/1359,https://whc.unesco.org/uploads/sites/site_1359.jpg,http://www.wikidata.org/entity/Q559363,Saloum Delta,http://www.wikidata.org/entity/Q43197,river delta,,,1458110000
136,Garamba National Park,Natural,"The park's immense savannahs, grasslands and woodlands, interspersed with gallery forests along the river banks and the swampy depressions, are home to four large mammals: the elephant, giraffe, hippopotamus and above all the white rhinoceros. Though much larger than the black rhino, it is harmless; only some 30 individuals remain.",(vii)(x),,Y 1996 P 1984-1992,4.0000000000,29.2500000000,Africa,cd,Democratic Republic of the Congo,Orientale Province,0,1980,,0,0,149,https://whc.unesco.org/en/list/136,https://whc.unesco.org/uploads/sites/site_136.jpg,http://www.wikidata.org/entity/Q308893,Garamba National Park,http://www.wikidata.org/entity/Q46169,national park,,,5000000000
1360,Nord-Pas de Calais Mining Basin,Cultural,"Remarkable as a landscape shaped over three centuries of coal extraction from the 1700s to the 1900s, the site consists of 109 separate components over 120,000&nbsp;ha. It features mining pits (the oldest of which dates from 1850) and lift infrastructure, slag heaps (some of which cover 90&nbsp;ha and exceed 140&nbsp;m in height), coal transport infrastructure, railway stations, workers&rsquo; estates and mining villages including social habitat, schools, religious buildings, health and community facilities, company premises, owners and managers&rsquo; houses, town halls and more. The site bears testimony to the quest to create model workers&rsquo; cities from the mid 19th century to the 1960s and further illustrates a significant period in the history of industrial Europe. It documents the living conditions of workers and the solidarity to which it gave rise.",(ii)(iv)(vi),,,50.4625000000,3.5461111111,Europe and North America,fr,France,,0,2012,,0,0,1776,https://whc.unesco.org/en/list/1360,https://whc.unesco.org/uploads/sites/site_1360.jpg,http://www.wikidata.org/entity/Q392215,northern French coal mining region,http://www.wikidata.org/entity/Q819435,mining region,,,39430000
1361,"Historic Jeddah, the Gate to Makkah",Cultural,"Historic Jeddah is situated on the eastern shore of the Red Sea. From the 7th century AD it was established as a major port for Indian Ocean trade routes, channelling goods to Mecca. It was also the gateway for Muslim pilgrims to Mecca who arrived by sea. These twin roles saw the city develop into a thriving multicultural centre, characterized by a distinctive architectural tradition, including tower houses built in the late 19th century by the city’s mercantile elites, and combining Red Sea coastal coral building traditions with influences and crafts from along the trade routes.",(ii)(iv)(vi),,,21.4838888889,39.1875000000,Arab States,sa,Saudi Arabia,,0,2014,,0,0,1968,https://whc.unesco.org/en/list/1361,https://whc.unesco.org/uploads/sites/site_1361.jpg,http://www.wikidata.org/entity/Q4702264,"Al-Balad, Jeddah",http://www.wikidata.org/entity/Q702492,urban area,,,179200
1362,Ogasawara Islands,Natural,"The property numbers more than 30 islands clustered in three groups and covers surface area of 7,939 hectares. The islands offer a variety of landscapes and are home to a wealth of fauna, including the Bonin Flying Fox, a critically endangered bat, and 195 endangered bird species. Four-hundred and forty-one native plant taxa have been documented on the islands whose waters support numerous species of fish, cetaceans and corals. Ogasawara Islands' ecosystems reflect a range of evolutionary processes illustrated through its assemblage of plant species from both southeast and northwest Asia, alongside many endemic species.",(ix),,,27.7183333333,142.0997222222,Asia and the Pacific,jp,Japan,,0,2011,,0,0,1770,https://whc.unesco.org/en/list/1362,https://whc.unesco.org/uploads/sites/site_1362.jpg,http://www.wikidata.org/entity/Q13383295,Ogasawara Archipelago,http://www.wikidata.org/entity/Q33837,archipelago,,,79390000
1363,Prehistoric Pile Dwellings around the Alps,Cultural,"This serial property of 111 small individual sites encompasses the remains of prehistoric pile-dwelling (or stilt house) settlements in and around the Alps built from around 5000 to 500 B.C. on the edges of lakes, rivers or wetlands. Excavations, only conducted in some of the sites, have yielded evidence that provides insight into life in prehistoric times during the Neolithic and Bronze Age in Alpine Europe and the way communities interacted with their environment. Fifty-six of the sites are located in Switzerland. The settlements are a unique group of exceptionally well-preserved and culturally rich archaeological sites, which constitute one of the most important sources for the study of early agrarian societies in the region.",(iv)(v),,,47.2783333333,8.2075000000,Europe and North America,"at,fr,de,it,si,ch","Austria,France,Germany,Italy,Slovenia,Switzerland",,1,2011,,0,0,1782,https://whc.unesco.org/en/list/1363,https://whc.unesco.org/uploads/sites/site_1363.jpg,http://www.wikidata.org/entity/Q4580,prehistoric pile dwellings around the Alps,"http://www.wikidata.org/entity/Q107637871, http://www.wikidata.org/entity/Q16887380","transboundary site, group",,,2742000
1364,"Pearling, Testimony of an Island Economy",Cultural,"The site consists of seventeen buildings in Muharraq City, three offshore oyster beds, part of the seashore and the Qal’at Bu Mahir fortress on the southern tip of Muharraq Island, from where boats used to set off for the oyster beds. The listed buildings include residences of wealthy merchants, shops, storehouses and a mosque. The site is the last remaining complete example of the cultural tradition of pearling and the wealth it generated at a time when the trade dominated the Gulf economy (2nd century to the 1930s, when Japan developed cultured pearls). It also constitutes an outstanding example of traditional utilization of the sea’s resources and human interaction with the environment, which shaped both the economy and the cultural identity of the island’s society.",(iii),,,26.2412800000,50.6135100000,Arab States,bh,Bahrain,,0,2012,,0,0,1859,https://whc.unesco.org/en/list/1364,https://whc.unesco.org/uploads/sites/site_1364.jpg,http://www.wikidata.org/entity/Q1889313,Bahrain Pearling Trail,http://www.wikidata.org/entity/Q18247357,group of structures or buildings,,,350868100
1369,Ningaloo Coast,Natural,"The 604,500 hectare marine and terrestrial property of Ningaloo Coast, on the remote western coast of Australia, includes one of the longest near-shore reefs in the world. On land the site features an extensive karst system and network of underground caves and water courses. Annual gatherings of whale sharks occur at Ningaloo Coast, which is home to numerous marine species, among them a wealth of sea turtles. The terrestrial part of the site features subterranean water bodies with a substantial network of caves, conduits, and groundwater streams. They support a variety of rare species that contribute to the exceptional biodiversity of the marine and terrestrial site",(vii)(x),,,-22.5625000000,113.8102777778,Asia and the Pacific,au,Australia,,0,2011,,0,0,1763,https://whc.unesco.org/en/list/1369,https://whc.unesco.org/uploads/sites/site_1369.jpg,http://www.wikidata.org/entity/Q1541665,Ningaloo Reef,"http://www.wikidata.org/entity/Q38048753, http://www.wikidata.org/entity/Q184358","natural cultural heritage site, reef",,,7050150000
137,Kahuzi-Biega National Park,Natural,"A vast area of primary tropical forest dominated by two spectacular extinct volcanoes, Kahuzi and Biega, the park has a diverse and abundant fauna. One of the last groups of eastern lowland (graueri) gorillas (consisting of only some 250 individuals) lives at between 2,100 and 2,400 m above sea-level.",(x),,Y 1997,-2.3340530000,28.1807430000,Africa,cd,Democratic Republic of the Congo,Provinces of South-Kivu and Maniena,0,1980,,0,0,150,https://whc.unesco.org/en/list/137,https://whc.unesco.org/uploads/sites/site_137.jpg,http://www.wikidata.org/entity/Q457324,Kahuzi-Biéga National Park,http://www.wikidata.org/entity/Q46169,national park,,,6000000000
1370,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,Cultural,"The archaeological site contains some 3,500 underground chambers distributed among distinct complexes carved in the thick and homogenous soft chalk of Lower Judea under the former towns of Maresha and Bet Guvrin. Situated on the crossroads of trade routes to Mesopotamia and Egypt, the site bears witness to the region’s tapestry of cultures and their evolution over more than 2,000 years from the 8th century BCE—when Maresha, the older of the two towns was built—to the time of the Crusaders. These quarried caves served as cisterns, oil presses, baths, columbaria (dovecotes), stables, places of religious worship, hideaways and, on the outskirts of the towns, burial areas. Some of the larger chambers feature vaulted arches and supporting pillars.",(v),,,31.6011111111,34.9000000000,Europe and North America,il,Israel,,0,2014,,0,0,1969,https://whc.unesco.org/en/list/1370,https://whc.unesco.org/uploads/sites/site_1370.jpg,http://www.wikidata.org/entity/Q2407530,Beit Guvrin National Park,"http://www.wikidata.org/entity/Q46169, http://www.wikidata.org/entity/Q9259","national park, World Heritage Site",,,2590000
1371,Cultural Landscape of the Serra de Tramuntana,Cultural,The Cultural Landscape of the Serra de Tramuntana located on a sheer-sided mountain range parallel to the north-western coast of the island of Mallorca. Millennia of agriculture in an environment with scarce resources has transformed the terrain and displays an articulated network of devices for the management of water revolving around farming units of feudal origins. The landscape is marked by agricultural terraces and inter-connected water works - including water mills - as well as dry stone constructions and farms.,(ii)(iv)(v),,,39.7308333333,2.6947222222,Europe and North America,es,Spain,,0,2011,,0,0,1781,https://whc.unesco.org/en/list/1371,https://whc.unesco.org/uploads/sites/site_1371.jpg,http://www.wikidata.org/entity/Q64860434,Cultural Landscape of the Serra de Tramuntana,http://www.wikidata.org/entity/Q1129474,cultural landscape,,,307450000
1372,The Persian Garden,Cultural,"The property includes nine gardens in as many provinces. They exemplify the diversity of Persian garden designs that evolved and adapted to different climate conditions while retaining principles that have their roots in the times of Cyrus the Great, 6th century BC. Always divided into four sectors, with water playing an important role for both irrigation and ornamentation, the Persian garden was conceived to symbolize Eden and the four Zoroastrian elements of sky, earth, water and plants. These gardens, dating back to different periods since the 6th century BC, also feature buildings, pavilions and walls, as well as sophisticated irrigation systems. They have influenced the art of garden design as far as India and Spain.",(i)(ii)(iii)(iv)(vi),,,30.1666666667,53.1666666667,Asia and the Pacific,ir,Iran (Islamic Republic of),,0,2011,,0,0,1768,https://whc.unesco.org/en/list/1372,https://whc.unesco.org/uploads/sites/site_1372.jpg,http://www.wikidata.org/entity/Q4460,Persian gardens,http://www.wikidata.org/entity/Q1107656,garden,,,7163500
1376,Historic Bridgetown and its Garrison,Cultural,"Historic Bridgetown and its Garrison, an outstanding example of British colonial architecture consisting of a well-preserved old town built in the 17th, 18th and 19th centuries, which testifies to the spread of Great Britain's Atlantic colonial empire. The property also includes a nearby military garrison which consists of numerous historic buildings. With its serpentine urban lay-out the property testifies to a different approach to colonial town-planning compared to the Spanish and Dutch colonial cities of the region which were built along a grid plan.",(ii)(iii)(iv),,,13.0966666667,-59.6138888889,Latin America and the Caribbean,bb,Barbados,,0,2011,,0,0,1786,https://whc.unesco.org/en/list/1376,https://whc.unesco.org/uploads/sites/site_1376.jpg,http://www.wikidata.org/entity/Q629210,Garrison Historic Area,http://www.wikidata.org/entity/Q676050,old town,,,1870000
1377,Wadi Rum Protected Area,Mixed,"The 74,000-hectare property, inscribed as a mixed natural and cultural site, is situated in southern Jordan, near the border with Saudi Arabia. It features a varied desert landscape consisting of a range of narrow gorges, natural arches, towering cliffs, ramps, massive landslides and caverns. Petroglyphs, inscriptions and archaeological remains in the site testify to 12,000 years of human occupation and interaction with the natural environment. The combination of 25,000 rock carvings with 20,000 inscriptions trace the evolution of human thought and the early development of the alphabet. The site illustrates the evolution of pastoral, agricultural and urban activity in the region.",(iii)(v)(vii),,,29.6397222222,35.4338888889,Arab States,jo,Jordan,,0,2011,,0,0,1758,https://whc.unesco.org/en/list/1377,https://whc.unesco.org/uploads/sites/site_1377.jpg,http://www.wikidata.org/entity/Q40729,Wadi Rum,"http://www.wikidata.org/entity/Q473972, http://www.wikidata.org/entity/Q187971","protected area, wadi",,,741797000
138,Archaeological Ruins at Moenjodaro,Cultural,"The ruins of the huge city of Moenjodaro &ndash; built entirely of unbaked brick in the 3rd millennium B.C. &ndash; lie in the Indus valley. The acropolis, set on high embankments, the ramparts, and the lower town, which is laid out according to strict rules, provide evidence of an early system of town planning.",(ii)(iii),,,27.3291666700,68.1388888900,Asia and the Pacific,pk,Pakistan,Sind,0,1980,,0,0,151,https://whc.unesco.org/en/list/138,https://whc.unesco.org/uploads/sites/site_138.jpg,http://www.wikidata.org/entity/Q5725,Mohenjo-daro,http://www.wikidata.org/entity/Q839954,archaeological site,,,2400000
1380,Sangha Trinational,Natural,"Situated in the north-western Congo Basin, where Cameroon, Central African Republic and Congo meet, the site encompasses three contiguous national parks totalling around 750,000 ha. Much of the site is unaffected by human activity and features a wide range of humid tropical forest ecosystems with rich flora and fauna, including Nile crocodiles and goliath tigerfish, a large predator. Forest clearings support herbaceous species and Sangha is home to considerable populations of forest elephants, critically endangered western lowland gorilla, and endangered chimpanzee. The site’s environment has preserved the continuation of ecological and evolutionary processes on a huge scale and great biodiversity, including many endangered animal species.",(ix)(x),,,2.6094444444,16.5541666667,Africa,"cm,cf,cg","Cameroon,Central African Republic,Congo",,1,2012,,0,0,1920,https://whc.unesco.org/en/list/1380,https://whc.unesco.org/uploads/sites/site_1380.jpg,http://www.wikidata.org/entity/Q2580451,Sangha Trinational,http://www.wikidata.org/entity/Q28777651,group of protected areas,,,7463090000
1382,Petroglyphic Complexes of the Mongolian Altai,Cultural,"The numerous rock carvings and funerary monuments found in these three sites illustrate the development of culture in Mongolia over a period of 12,000 years. The earliest images reflect a time (11,000 - 6,000 BC) when the area was partly forested and the valley provided a habitat for hunters of large game. Later images show the transition to herding as the dominant way of life. The most recent images show the transition to a horse-dependent nomadic lifestyle during the early 1st millennium BC, the Scythian period and the later Turkic period (7th and 8th centuries AD). The carvings contribute valuably to our understanding of pre-historic communities in northern Asia.",(iii),,,49.3338888889,88.3952777778,Asia and the Pacific,mn,Mongolia,,0,2011,,0,0,1773,https://whc.unesco.org/en/list/1382,https://whc.unesco.org/uploads/sites/site_1382.jpg,http://www.wikidata.org/entity/Q4361429,Petroglyphic Complexes of the Mongolian Altai,"http://www.wikidata.org/entity/Q839954, http://www.wikidata.org/entity/Q381885, http://www.wikidata.org/entity/Q42195","archaeological site, tomb, petroglyph",,,113000000
1386,Rock Islands Southern Lagoon,Mixed,"Rock Islands Southern Lagoon covers 100,200 ha and includes 445 uninhabited limestone islands of volcanic origin. Many of them display unique mushroom-like shapes in turquoise lagoons surrounded by coral reefs. The aesthetic beauty of the site is heightened by a complex reef system featuring over 385 coral species and different types of habitat. They sustain a large diversity of plants, birds and marine life including dugong and at least thirteen shark species. The site harbours the highest concentration of marine lakes anywhere, isolated bodies of seawater separated from the ocean by land barriers. They are among the islands’ distinctive features and sustain high endemism of populations which continue to yield new species discoveries. The remains of stonework villages, as well as burial sites and rock art, bear testimony to the organization of small island communities over some three millennia. The abandonment of the villages in the 17th and 18th centuries illustrates the consequences of climate change, population growth and subsistence behaviour on a society living in a marginal marine environment.",(iii)(v)(vii)(ix)(x),,,7.2469250000,134.3525000000,Asia and the Pacific,pw,Palau,,0,2012,,0,0,1801,https://whc.unesco.org/en/list/1386,https://whc.unesco.org/uploads/sites/site_1386.jpg,http://www.wikidata.org/entity/Q65062995,Rock Islands Southern Lagoon,http://www.wikidata.org/entity/Q187223,lagoon,,,1002000000
1388,Chengjiang Fossil Site,Natural,"A hilly 512&nbsp;ha site in Yunnan province, Chengjiang&rsquo;s fossils present the most complete record of an early Cambrian marine community with exceptionally preserved biota, displaying the anatomy of hard and soft tissues in a very wide variety of organisms, invertebrate and vertebrate. They record the early establishment of a complex marine ecosystem. The site documents at least sixteen phyla and a variety of enigmatic groups as well as about 196 species, presenting exceptional testimony to the rapid diversification of life on Earth 530&nbsp;million years ago, when almost all of today&rsquo;s major animal groups emerged. It opens a palaeobiological window of great significance to scholarship.",(viii),,,24.6688888889,102.9772222222,Asia and the Pacific,cn,China,,0,2012,,0,0,1803,https://whc.unesco.org/en/list/1388,https://whc.unesco.org/uploads/sites/site_1388.jpg,http://www.wikidata.org/entity/Q3485434,Chengjiang Fossil Site,"http://www.wikidata.org/entity/Q8011197, http://www.wikidata.org/entity/Q2122699, http://www.wikidata.org/entity/Q179049","national geopark of China, lagerstätte, nature reserve",,,5120000
1389,Site of Xanadu,Cultural,"North of the Great Wall, the Site of Xanadu encompasses the remains of Kublai Khan&rsquo;s legendary capital city, designed by the Mongol ruler&rsquo;s Chinese advisor Liu Bingzhdong in 1256. Over a surface area of 25,000&nbsp;ha, the site was a unique attempt to assimilate the nomadic Mongolian and Han Chinese cultures. From this base, Kublai Khan established the Yuan dynasty that ruled China over a century, extending its boundaries across Asia. The religious debate that took place here resulted in the dissemination of Tibetan Buddhism over north-east Asia, a cultural and religious tradition still practised in many areas today. The site was planned according to traditional Chinese feng shui in relation to the nearby mountains and river. It features the remains of the city, including temples, palaces, tombs, nomadic encampments and the Tiefan&rsquo;gang Canal, along with other waterworks.",(ii)(iii)(iv)(vi),,,42.3580000000,116.1851277778,Asia and the Pacific,cn,China,,0,2012,,0,0,1804,https://whc.unesco.org/en/list/1389,https://whc.unesco.org/uploads/sites/site_1389.jpg,http://www.wikidata.org/entity/Q471765,Xanadu,"http://www.wikidata.org/entity/Q15661340, http://www.wikidata.org/entity/Q2912045, http://www.wikidata.org/entity/Q1074523, http://www.wikidata.org/entity/Q839954","ancient city, summer capital, planned community, archaeological site",,,251312700
1393,Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,Cultural,"Situated on the western slopes of the Mount Carmel range, the site includes the caves of Tabun, Jamal, el-Wad and Skhul. Ninety years of archaeological research have revealed a cultural sequence of unparalleled duration, providing an archive of early human life in south-west Asia. This 54 ha property contains cultural deposits representing at least 500,000 years of human evolution demonstrating the unique existence of both Neanderthals andEarly Anatomically Modern Humans within the same Middle Palaeolithic cultural framework, the Mousterian. Evidence from numerous Natufian burials and early stone architecture represents the transition from a hunter-gathering lifestyle to agriculture and animal husbandry. As a result, the caves have become a key site of the chrono-stratigraphic framework for human evolution in general, and the prehistory of the Levant in particular.
 ",(iii)(v),,,32.6686111111,34.9680555556,Europe and North America,il,Israel,,0,2012,,0,0,1818,https://whc.unesco.org/en/list/1393,https://whc.unesco.org/uploads/sites/site_1393.jpg,http://www.wikidata.org/entity/Q1443478,Nahal Me'arot Nature Reserve,"http://www.wikidata.org/entity/Q839954, http://www.wikidata.org/entity/Q473972, http://www.wikidata.org/entity/Q187971, http://www.wikidata.org/entity/Q179049, http://www.wikidata.org/entity/Q9259","archaeological site, protected area, wadi, nature reserve, World Heritage Site",,,540000
1396,Archaeological Heritage of the Lenggong Valley,Cultural,"Situated in the lush Lenggong Valley, the property includes four archaeological sites in two clusters which span close to 2 million years, one of the longest records of early man in a single locality, and the oldest outside the African continent. It features open-air and cave sites with Palaeolithic tool workshops, evidence of early technology. The number of sites found in the relatively contained area suggests the presence of a fairly large, semi-sedentary population with cultural remains from the Palaeolithic, Neolithic and Metal ages.",(iii)(iv),,,5.0679083333,100.9723277778,Asia and the Pacific,my,Malaysia,,0,2012,,0,0,1820,https://whc.unesco.org/en/list/1396,https://whc.unesco.org/uploads/sites/site_1396.jpg,http://www.wikidata.org/entity/Q3370009,Archaeological Heritage of the Lenggong Valley,http://www.wikidata.org/entity/Q839954,archaeological site,,,3986400
1397,Masjed-e Jāmé of Isfahan,Cultural,"Located in the historic centre of Isfahan, the Masjed-e Jām&eacute; (&lsquo;Friday mosque&rsquo;) can be seen as a stunning illustration of the evolution of mosque architecture over twelve centuries, starting in ad&nbsp;841. It is the oldest preserved edifice of its type in Iran and a prototype for later mosque designs throughout Central Asia. The complex, covering more than 20,000&nbsp;m2, is also the first Islamic building that adapted the four-courtyard layout of Sassanid palaces to Islamic religious architecture. Its double-shelled ribbed domes represent an architectural innovation that inspired builders throughout the region. The site also features remarkable decorative details representative of stylistic developments over more than a thousand years of Islamic art.",(ii),,,32.6697222222,51.6852777778,Asia and the Pacific,ir,Iran (Islamic Republic of),,0,2012,,0,0,1821,https://whc.unesco.org/en/list/1397,https://whc.unesco.org/uploads/sites/site_1397.jpg,http://www.wikidata.org/entity/Q1256501,Jameh Mosque of Isfahan,"http://www.wikidata.org/entity/Q2065736, http://www.wikidata.org/entity/Q32815","cultural property, mosque",,,20756
1398,Gonbad-e Qābus,Cultural,"The 53&nbsp;m high tomb built in ad 1006 for Qābus Ibn Voshmgir, Ziyarid ruler and literati, near the ruins of the ancient city of Jorjan in north-east Iran, bears testimony to the cultural exchange between Central Asian nomads and the ancient civilization of Iran. The tower is the only remaining evidence of Jorjan, a former centre of arts and science that was destroyed during the Mongols&rsquo; invasion in the 14th and 15th centuries. It is an outstanding and technologically innovative example of Islamic architecture that influenced sacral building in Iran, Anatolia and Central Asia. Built of unglazed fired bricks, the monument&rsquo;s intricate geometric forms constitute a tapering cylinder with a diameter of 17&ndash;15.5&nbsp;m, topped by a conical brick roof. It illustrates the development of mathematics and science in the Muslim world at the turn of the first millennium AD.",(i)(ii)(iii)(iv),,,37.2580277778,55.1690000000,Asia and the Pacific,ir,Iran (Islamic Republic of),,0,2012,,0,0,1822,https://whc.unesco.org/en/list/1398,https://whc.unesco.org/uploads/sites/site_1398.jpg,http://www.wikidata.org/entity/Q606763,Gonbad-e Qabus,"http://www.wikidata.org/entity/Q2065736, http://www.wikidata.org/entity/Q162875, http://www.wikidata.org/entity/Q12518","cultural property, mausoleum, tower",,,14754
1399,Levuka Historical Port Town,Cultural,"The town and its low line of buildings set among coconut and mango trees along the beach front was the first colonial capital of Fiji, ceded to the British in 1874. It developed from the early 19th century as a centre of commercial activity by Americans and Europeans who built warehouses, stores, port facilities, residences, and religious, educational and social institutions around the villages of the South Pacific island’s indigenous population. It is a rare example of a late colonial port town that was influenced in its development by the indigenous community which continued to outnumber the European settlers. Thus the town, an outstanding example of late 19th century Pacific port settlements, reflects the integration of local building traditions by a supreme naval power, leading to the emergence of a unique landscape.",(ii)(iv),,,-17.6833777778,178.8345333333,Asia and the Pacific,fj,Fiji,,0,2013,,0,0,1886,https://whc.unesco.org/en/list/1399,https://whc.unesco.org/uploads/sites/site_1399.jpg,http://www.wikidata.org/entity/Q17304996,Levuka Historical Port Town,,,,,696000
1400,Lakes of Ounianga,Natural,"The site includes eighteen interconnected lakes in the hyper arid Ennedi region of the Sahara desert covering an area of 62,808&nbsp;ha. It constitutes an exceptional natural landscape of great beauty with striking colours and shapes. The saline, hyper saline and freshwater lakes are supplied by groundwater and are found in two groups 40&nbsp;km apart. Ounianga Kebir comprises four lakes, the largest of which, Yoan, covers an area of 358&nbsp;ha and is 27&nbsp;m deep. Its highly saline waters only sustain algae and some microorganisms. The second group, Ounianga Serir, comprises fourteen lakes separated by sand dunes. Floating reeds cover almost half the surface of these lakes reducing evaporation. At 436&nbsp;ha, Lake Teli has the largest surface area but is less than 10&nbsp;m deep. With their high quality freshwater, some of these lakes are home to aquatic fauna, particularly fish.",(vii),,,19.0550000000,20.5055555556,Africa,td,Chad,,0,2012,,0,0,1824,https://whc.unesco.org/en/list/1400,https://whc.unesco.org/uploads/sites/site_1400.jpg,http://www.wikidata.org/entity/Q547375,Lakes of Ounianga,http://www.wikidata.org/entity/Q5926864,group of lakes,,,628080000
1401,"Rabat, Modern Capital and Historic City: a Shared Heritage",Cultural,"Located on the Atlantic coast in the north-west of Morocco, the site is the product of a fertile exchange between the Arabo-Muslim past and Western modernism. The inscribed city encompasses the new town conceived and built under the French Protectorate from 1912 to the 1930s, including royal and administrative areas, residential and commercial developments and the Jardins d’Essais botanical and pleasure gardens. It also encompasses older parts of the city dating back to the 12thcentury. The new town is one of the largest and most ambitious modern urban projects built in Africa in the 20th century and probably the most complete. The older parts include Hassan Mosque (begun in 1184) and the Almohad ramparts and gates, the only surviving parts of the project for a great capital city of the Almohad caliphate as well as remains from the Moorish, or Andalusian, principality of the 17thcentury.",(ii)(iv),,,34.0241666667,-6.8227777778,Arab States,ma,Morocco,,0,2012,,0,0,1825,https://whc.unesco.org/en/list/1401,https://whc.unesco.org/uploads/sites/site_1401.jpg,http://www.wikidata.org/entity/Q65926560,"Rabat, Modern Capital and Historic City","http://www.wikidata.org/entity/Q18247357, http://www.wikidata.org/entity/Q702492","group of structures or buildings, urban area",,,3485900
1402,Al Zubarah Archaeological Site,Cultural,"The walled coastal town of Al Zubarah in the Persian Gulf flourished as a pearling and trading centre in the late 18th century and early 19th centuries, before it was destroyed in 1811 and abandoned in the early 1900s. Founded by merchants from Kuwait, Al Zubarah had trading links across the Indian Ocean, Arabia and Western Asia. A layer of sand blown from the desert has protected the remains of the site’s palaces, mosques, streets, courtyard houses, and fishermen’s huts; its harbour and double defensive walls, a canal, walls, and cemeteries. Excavation has only taken place over a small part of the site, which offers an outstanding testimony to an urban trading and pearl-diving tradition which sustained the region’s major coastal towns and led to the development of small independent states that flourished outside the control of the Ottoman, European, and Persian empires and eventually led to the emergence of modern day Gulf States.",(iii)(iv)(v),,,25.9780555556,51.0297222222,Arab States,qa,Qatar,,0,2013,,0,0,1948,https://whc.unesco.org/en/list/1402,https://whc.unesco.org/uploads/sites/site_1402.jpg,http://www.wikidata.org/entity/Q2727469,Zubarah,"http://www.wikidata.org/entity/Q15661340, http://www.wikidata.org/entity/Q839954","ancient city, archaeological site",,,4156600
